bacteria,drug,potency_when_no_r
clostridioides_difficile,teicoplanin,0.2
clostridioides_difficile,dalbavancin,0.2
clostridioides_difficile,linezolid,0.2
clostridioides_difficile,tedizolid,0.2
clostridioides_difficile,daptomycin,0.1
clostridioides_difficile,quinu_dalfo,0.1
clostridioides_difficile,trim_sulf,0.1
clostridioides_difficile,chloramphenicol,0.1
clostridioides_difficile,nitrofurantoin,0.1
clostridioides_difficile,fosfomycin,0.1
clostridioides_difficile,retapamulin,0.1
clostridioides_difficile,fusidic_a,0.1
clostridioides_difficile,metronidazole,0.9
clostridioides_difficile,fidaxomicin,1
clostridioides_difficile,furazolidone,0.1
clostridioides_difficile,rifampicin,0.1
clostridioides_difficile,amoxicillin_clavulanate,0.1
clostridioides_difficile,piperacillin_tazobactam,0.1
clostridioides_difficile,ampicillin_sulbactam,0.1
clostridioides_difficile,ticarcillin_clavulanate,0.1
clostridioides_difficile,ceftazidime_avibactam,0.1
clostridioides_difficile,meropenem_vaborbactam,0.1
clostridioides_difficile,colistin,0.05
clostridioides_difficile,flucloxacillin,0.01
clostridioides_difficile,aztreonam_avibactam,0.01
clostridioides_difficile,cefixime,0.05
clostridioides_difficile,nalidixic_acid,0
bacteroides_fragilis,sulfanilamide,0.05
bacteroides_fragilis,penicillin_g,0.1
bacteroides_fragilis,ampicillin,0.2
bacteroides_fragilis,amoxicillin,0
bacteroides_fragilis,piperacillin,0
bacteroides_fragilis,ticarcillin,0
bacteroides_fragilis,cephalexin,0.05
bacteroides_fragilis,cefazolin,0.05
bacteroides_fragilis,cefuroxime,0.2
bacteroides_fragilis,ceftriaxone,0.2
bacteroides_fragilis,ceftazidime,0.25
bacteroides_fragilis,cefepime,0.25
bacteroides_fragilis,ceftaroline,0.2
bacteroides_fragilis,ceftolozane_tazobactam,0.45
bacteroides_fragilis,cefiderocol,0.45
bacteroides_fragilis,meropenem,0.85
bacteroides_fragilis,imipenem_c,0.85
bacteroides_fragilis,ertapenem,0.8
bacteroides_fragilis,aztreonam,0
bacteroides_fragilis,erythromycin,0
bacteroides_fragilis,azithromycin,0
bacteroides_fragilis,clarithromycin,0
bacteroides_fragilis,clindamycin,0.6
bacteroides_fragilis,gentamicin,0.05
bacteroides_fragilis,tobramycin,0
bacteroides_fragilis,amikacin,0
bacteroides_fragilis,ciprofloxacin,0.25
bacteroides_fragilis,levofloxacin,0.35
bacteroides_fragilis,moxifloxacin,0.5
bacteroides_fragilis,ofloxacin,0.25
bacteroides_fragilis,tetracycline,0.3
bacteroides_fragilis,doxycycline,0.5
bacteroides_fragilis,minocycline,0.5
bacteroides_fragilis,tigecycline,0.65
bacteroides_fragilis,vancomycin,0.05
bacteroides_fragilis,teicoplanin,0.05
bacteroides_fragilis,dalbavancin,0.05
bacteroides_fragilis,linezolid,0.05
bacteroides_fragilis,tedizolid,0.05
bacteroides_fragilis,daptomycin,0
bacteroides_fragilis,quinu_dalfo,0.05
bacteroides_fragilis,trim_sulf,0.3
bacteroides_fragilis,chloramphenicol,0.7
bacteroides_fragilis,nitrofurantoin,0.05
bacteroides_fragilis,fosfomycin,0.1
bacteroides_fragilis,retapamulin,0.05
bacteroides_fragilis,fusidic_a,0.05
bacteroides_fragilis,metronidazole,0.95
bacteroides_fragilis,fidaxomicin,0.1
bacteroides_fragilis,furazolidone,0.05
bacteroides_fragilis,rifampicin,0.2
bacteroides_fragilis,amoxicillin_clavulanate,0.75
bacteroides_fragilis,piperacillin_tazobactam,0.85
bacteroides_fragilis,ampicillin_sulbactam,0.75
bacteroides_fragilis,ticarcillin_clavulanate,0.8
bacteroides_fragilis,ceftazidime_avibactam,0.5
bacteroides_fragilis,meropenem_vaborbactam,0.95
bacteroides_fragilis,colistin,0.05
bacteroides_fragilis,flucloxacillin,0.01
bacteroides_fragilis,aztreonam_avibactam,0.01
bacteroides_fragilis,cefixime,0.45
bacteroides_fragilis,nalidixic_acid,0
campylobacter_jejuni,sulfanilamide,0.1
campylobacter_jejuni,penicillin_g,0.1
campylobacter_jejuni,ampicillin,0.1
campylobacter_jejuni,amoxicillin,0.1
campylobacter_jejuni,piperacillin,0.1
campylobacter_jejuni,ticarcillin,0.1
campylobacter_jejuni,cephalexin,0.1
campylobacter_jejuni,cefazolin,0.1
campylobacter_jejuni,cefuroxime,0.1
campylobacter_jejuni,ceftriaxone,0.1
campylobacter_jejuni,ceftazidime,0.1
campylobacter_jejuni,cefepime,0.1
campylobacter_jejuni,ceftaroline,0.1
campylobacter_jejuni,ceftolozane_tazobactam,0.75
campylobacter_jejuni,cefiderocol,0.75
campylobacter_jejuni,meropenem,0.1
campylobacter_jejuni,imipenem_c,0.1
campylobacter_jejuni,ertapenem,0.1
campylobacter_jejuni,aztreonam,0.1
campylobacter_jejuni,erythromycin,0.85
campylobacter_jejuni,azithromycin,0.9
campylobacter_jejuni,clarithromycin,0.85
campylobacter_jejuni,clindamycin,0.7
campylobacter_jejuni,gentamicin,0.7
campylobacter_jejuni,tobramycin,0.7
campylobacter_jejuni,amikacin,0.7
campylobacter_jejuni,ciprofloxacin,0.8
campylobacter_jejuni,levofloxacin,0.8
campylobacter_jejuni,moxifloxacin,0.7
campylobacter_jejuni,ofloxacin,0.75
campylobacter_jejuni,tetracycline,0.75
campylobacter_jejuni,doxycycline,0.8
campylobacter_jejuni,minocycline,0.8
campylobacter_jejuni,tigecycline,0.7
campylobacter_jejuni,vancomycin,0.1
campylobacter_jejuni,teicoplanin,0.1
campylobacter_jejuni,dalbavancin,0.1
campylobacter_jejuni,linezolid,0.1
campylobacter_jejuni,tedizolid,0.1
campylobacter_jejuni,daptomycin,0.1
campylobacter_jejuni,quinu_dalfo,0.1
campylobacter_jejuni,trim_sulf,0.1
campylobacter_jejuni,chloramphenicol,0.7
campylobacter_jejuni,nitrofurantoin,0.1
campylobacter_jejuni,fosfomycin,0.1
campylobacter_jejuni,retapamulin,0.05
campylobacter_jejuni,fusidic_a,0.05
campylobacter_jejuni,metronidazole,0.05
campylobacter_jejuni,fidaxomicin,0.1
campylobacter_jejuni,furazolidone,0.1
campylobacter_jejuni,rifampicin,0.1
campylobacter_jejuni,amoxicillin_clavulanate,0.1
campylobacter_jejuni,piperacillin_tazobactam,0.1
campylobacter_jejuni,ampicillin_sulbactam,0.1
campylobacter_jejuni,ticarcillin_clavulanate,0.1
campylobacter_jejuni,ceftazidime_avibactam,0.1
campylobacter_jejuni,meropenem_vaborbactam,0.1
campylobacter_jejuni,colistin,0.05
campylobacter_jejuni,flucloxacillin,0.01
campylobacter_jejuni,aztreonam_avibactam,0.9
campylobacter_jejuni,cefixime,0.75
campylobacter_jejuni,nalidixic_acid,0.6
enterobacter_cloacae,sulfanilamide,0.5
enterobacter_cloacae,penicillin_g,0.1
enterobacter_cloacae,ampicillin,0.5
enterobacter_cloacae,amoxicillin,0.5
enterobacter_cloacae,piperacillin,0.75
enterobacter_cloacae,ticarcillin,0.7
enterobacter_cloacae,cephalexin,0.5
enterobacter_cloacae,cefazolin,0.5
enterobacter_cloacae,cefuroxime,0.6
enterobacter_cloacae,ceftriaxone,0.4
enterobacter_cloacae,ceftazidime,0.8
enterobacter_cloacae,cefepime,0.85
enterobacter_cloacae,ceftaroline,0.1
enterobacter_cloacae,ceftolozane_tazobactam,0.8
enterobacter_cloacae,cefiderocol,0.8
enterobacter_cloacae,meropenem,0.95
enterobacter_cloacae,imipenem_c,0.95
enterobacter_cloacae,ertapenem,0.9
enterobacter_cloacae,aztreonam,0.8
enterobacter_cloacae,erythromycin,0.1
enterobacter_cloacae,azithromycin,0.1
enterobacter_cloacae,clarithromycin,0.1
enterobacter_cloacae,clindamycin,0.1
enterobacter_cloacae,gentamicin,0.85
enterobacter_cloacae,tobramycin,0.8
enterobacter_cloacae,amikacin,0.9
enterobacter_cloacae,ciprofloxacin,0.9
enterobacter_cloacae,levofloxacin,0.85
enterobacter_cloacae,moxifloxacin,0.7
enterobacter_cloacae,ofloxacin,0.8
enterobacter_cloacae,tetracycline,0.8
enterobacter_cloacae,doxycycline,0.85
enterobacter_cloacae,minocycline,0.85
enterobacter_cloacae,tigecycline,0.55
enterobacter_cloacae,vancomycin,0.1
enterobacter_cloacae,teicoplanin,0.1
enterobacter_cloacae,dalbavancin,0.1
enterobacter_cloacae,linezolid,0.1
enterobacter_cloacae,tedizolid,0.1
enterobacter_cloacae,daptomycin,0.1
enterobacter_cloacae,quinu_dalfo,0.1
enterobacter_cloacae,trim_sulf,0.85
enterobacter_cloacae,chloramphenicol,0.8
enterobacter_cloacae,nitrofurantoin,0.7
enterobacter_cloacae,fosfomycin,0.5
enterobacter_cloacae,retapamulin,0.05
enterobacter_cloacae,fusidic_a,0.05
enterobacter_cloacae,metronidazole,0.05
enterobacter_cloacae,fidaxomicin,0.1
enterobacter_cloacae,furazolidone,0.1
enterobacter_cloacae,rifampicin,0.6
enterobacter_cloacae,amoxicillin_clavulanate,0.7
enterobacter_cloacae,piperacillin_tazobactam,0.85
enterobacter_cloacae,ampicillin_sulbactam,0.7
enterobacter_cloacae,ticarcillin_clavulanate,0.8
enterobacter_cloacae,ceftazidime_avibactam,0.9
enterobacter_cloacae,meropenem_vaborbactam,0.95
enterobacter_cloacae,colistin,0.7
enterobacter_cloacae,flucloxacillin,0.01
enterobacter_cloacae,aztreonam_avibactam,1
enterobacter_cloacae,cefixime,0.8
enterobacter_cloacae,nalidixic_acid,0.5
yersinia_enterocolitica,sulfanilamide,0.5
yersinia_enterocolitica,penicillin_g,0.02
yersinia_enterocolitica,ampicillin,0.02
yersinia_enterocolitica,amoxicillin,0.7
yersinia_enterocolitica,piperacillin,0.75
yersinia_enterocolitica,ticarcillin,0.7
yersinia_enterocolitica,cephalexin,0.6
yersinia_enterocolitica,cefazolin,0.65
yersinia_enterocolitica,cefuroxime,0.7
yersinia_enterocolitica,ceftriaxone,0.9
yersinia_enterocolitica,ceftazidime,0.85
yersinia_enterocolitica,cefepime,0.85
yersinia_enterocolitica,ceftaroline,0.1
yersinia_enterocolitica,ceftolozane_tazobactam,0.75
yersinia_enterocolitica,cefiderocol,0.75
yersinia_enterocolitica,meropenem,0.95
yersinia_enterocolitica,imipenem_c,0.95
yersinia_enterocolitica,ertapenem,0.95
yersinia_enterocolitica,aztreonam,0.85
yersinia_enterocolitica,erythromycin,0.1
yersinia_enterocolitica,azithromycin,0.1
yersinia_enterocolitica,clarithromycin,0.1
yersinia_enterocolitica,clindamycin,0.1
yersinia_enterocolitica,gentamicin,0.85
yersinia_enterocolitica,tobramycin,0.8
yersinia_enterocolitica,amikacin,0.9
yersinia_enterocolitica,ciprofloxacin,0.7
yersinia_enterocolitica,levofloxacin,0.85
yersinia_enterocolitica,moxifloxacin,0.7
yersinia_enterocolitica,ofloxacin,0.8
yersinia_enterocolitica,tetracycline,0.8
yersinia_enterocolitica,doxycycline,0.75
yersinia_enterocolitica,minocycline,0.85
yersinia_enterocolitica,tigecycline,0.7
yersinia_enterocolitica,vancomycin,0.1
yersinia_enterocolitica,teicoplanin,0.1
yersinia_enterocolitica,dalbavancin,0.1
yersinia_enterocolitica,linezolid,0.1
yersinia_enterocolitica,tedizolid,0.1
yersinia_enterocolitica,daptomycin,0.1
yersinia_enterocolitica,quinu_dalfo,0.1
yersinia_enterocolitica,trim_sulf,0.65
yersinia_enterocolitica,chloramphenicol,0.85
yersinia_enterocolitica,nitrofurantoin,0.1
yersinia_enterocolitica,fosfomycin,0.1
yersinia_enterocolitica,retapamulin,0.05
yersinia_enterocolitica,fusidic_a,0.05
yersinia_enterocolitica,metronidazole,0.05
yersinia_enterocolitica,fidaxomicin,0.1
yersinia_enterocolitica,furazolidone,0.1
yersinia_enterocolitica,rifampicin,0.7
yersinia_enterocolitica,amoxicillin_clavulanate,0.85
yersinia_enterocolitica,piperacillin_tazobactam,0.85
yersinia_enterocolitica,ampicillin_sulbactam,0.8
yersinia_enterocolitica,ticarcillin_clavulanate,0.8
yersinia_enterocolitica,ceftazidime_avibactam,0.95
yersinia_enterocolitica,meropenem_vaborbactam,0.95
yersinia_enterocolitica,colistin,0.7
yersinia_enterocolitica,flucloxacillin,0.01
yersinia_enterocolitica,aztreonam_avibactam,0.9
yersinia_enterocolitica,cefixime,0.75
yersinia_enterocolitica,nalidixic_acid,0.6
moraxella_catarrhalis,sulfanilamide,0.1
moraxella_catarrhalis,penicillin_g,0.9
moraxella_catarrhalis,ampicillin,0.9
moraxella_catarrhalis,amoxicillin,0.9
moraxella_catarrhalis,piperacillin,0.8
moraxella_catarrhalis,ticarcillin,0.8
moraxella_catarrhalis,cephalexin,0.8
moraxella_catarrhalis,cefazolin,0.85
moraxella_catarrhalis,cefuroxime,0.9
moraxella_catarrhalis,ceftriaxone,0.95
moraxella_catarrhalis,ceftazidime,0.9
moraxella_catarrhalis,cefepime,0.9
moraxella_catarrhalis,ceftaroline,0.1
moraxella_catarrhalis,ceftolozane_tazobactam,0.8
moraxella_catarrhalis,cefiderocol,0.8
moraxella_catarrhalis,meropenem,0.95
moraxella_catarrhalis,imipenem_c,0.95
moraxella_catarrhalis,ertapenem,0.95
moraxella_catarrhalis,aztreonam,0.9
moraxella_catarrhalis,erythromycin,0.8
moraxella_catarrhalis,azithromycin,0.85
moraxella_catarrhalis,clarithromycin,0.8
moraxella_catarrhalis,clindamycin,0.1
moraxella_catarrhalis,gentamicin,0.1
moraxella_catarrhalis,tobramycin,0.1
moraxella_catarrhalis,amikacin,0.1
moraxella_catarrhalis,ciprofloxacin,0.9
moraxella_catarrhalis,levofloxacin,0.85
moraxella_catarrhalis,moxifloxacin,0.8
moraxella_catarrhalis,ofloxacin,0.85
moraxella_catarrhalis,tetracycline,0.8
moraxella_catarrhalis,doxycycline,0.8
moraxella_catarrhalis,minocycline,0.85
moraxella_catarrhalis,tigecycline,0.5
moraxella_catarrhalis,vancomycin,0.1
moraxella_catarrhalis,teicoplanin,0.1
moraxella_catarrhalis,dalbavancin,0.1
moraxella_catarrhalis,linezolid,0.1
moraxella_catarrhalis,tedizolid,0.1
moraxella_catarrhalis,daptomycin,0.1
moraxella_catarrhalis,quinu_dalfo,0.1
moraxella_catarrhalis,trim_sulf,0.95
moraxella_catarrhalis,chloramphenicol,0.85
moraxella_catarrhalis,nitrofurantoin,0.1
moraxella_catarrhalis,fosfomycin,0.1
moraxella_catarrhalis,retapamulin,0.05
moraxella_catarrhalis,fusidic_a,0.05
moraxella_catarrhalis,metronidazole,0.05
moraxella_catarrhalis,fidaxomicin,0.1
moraxella_catarrhalis,furazolidone,0.1
moraxella_catarrhalis,rifampicin,0.7
moraxella_catarrhalis,amoxicillin_clavulanate,0.95
moraxella_catarrhalis,piperacillin_tazobactam,0.85
moraxella_catarrhalis,ampicillin_sulbactam,0.95
moraxella_catarrhalis,ticarcillin_clavulanate,0.85
moraxella_catarrhalis,ceftazidime_avibactam,0.95
moraxella_catarrhalis,meropenem_vaborbactam,0.95
moraxella_catarrhalis,colistin,0.05
moraxella_catarrhalis,flucloxacillin,0.01
moraxella_catarrhalis,aztreonam_avibactam,0.8
moraxella_catarrhalis,cefixime,0.8
moraxella_catarrhalis,nalidixic_acid,0
treponema_pallidum,sulfanilamide,0.1
treponema_pallidum,penicillin_g,1
treponema_pallidum,ampicillin,0.95
treponema_pallidum,amoxicillin,0.95
treponema_pallidum,piperacillin,0.9
treponema_pallidum,ticarcillin,0.9
treponema_pallidum,cephalexin,0.9
treponema_pallidum,cefazolin,0.9
treponema_pallidum,cefuroxime,0.95
treponema_pallidum,ceftriaxone,0.95
treponema_pallidum,ceftazidime,0.9
treponema_pallidum,cefepime,0.9
treponema_pallidum,ceftaroline,0.9
treponema_pallidum,ceftolozane_tazobactam,0.1
treponema_pallidum,cefiderocol,0.1
treponema_pallidum,meropenem,0.95
treponema_pallidum,imipenem_c,0.95
treponema_pallidum,ertapenem,0.95
treponema_pallidum,aztreonam,0.9
treponema_pallidum,erythromycin,0.8
treponema_pallidum,azithromycin,0.85
treponema_pallidum,clarithromycin,0.8
treponema_pallidum,clindamycin,0.1
treponema_pallidum,gentamicin,0.1
treponema_pallidum,tobramycin,0.1
treponema_pallidum,amikacin,0.1
treponema_pallidum,ciprofloxacin,0.35
treponema_pallidum,levofloxacin,0.75
treponema_pallidum,moxifloxacin,0.75
treponema_pallidum,ofloxacin,0.7
treponema_pallidum,tetracycline,0.8
treponema_pallidum,doxycycline,0.8
treponema_pallidum,minocycline,0.85
treponema_pallidum,tigecycline,0.1
treponema_pallidum,vancomycin,0.1
treponema_pallidum,teicoplanin,0.1
treponema_pallidum,dalbavancin,0.1
treponema_pallidum,linezolid,0.1
treponema_pallidum,tedizolid,0.1
treponema_pallidum,daptomycin,0.1
treponema_pallidum,quinu_dalfo,0.1
treponema_pallidum,trim_sulf,0.1
treponema_pallidum,chloramphenicol,0.8
treponema_pallidum,nitrofurantoin,0.1
treponema_pallidum,fosfomycin,0.1
treponema_pallidum,retapamulin,0.05
treponema_pallidum,fusidic_a,0.05
treponema_pallidum,metronidazole,0.05
treponema_pallidum,fidaxomicin,0.1
treponema_pallidum,furazolidone,0.1
treponema_pallidum,rifampicin,0.1
treponema_pallidum,amoxicillin_clavulanate,0.95
treponema_pallidum,piperacillin_tazobactam,0.9
treponema_pallidum,ampicillin_sulbactam,0.95
treponema_pallidum,ticarcillin_clavulanate,0.9
treponema_pallidum,ceftazidime_avibactam,0.95
treponema_pallidum,meropenem_vaborbactam,0.95
treponema_pallidum,colistin,0.05
treponema_pallidum,flucloxacillin,0.01
treponema_pallidum,aztreonam_avibactam,0.9
treponema_pallidum,cefixime,0.1
treponema_pallidum,nalidixic_acid,0
bordetella_pertussis,sulfanilamide,0.1
bordetella_pertussis,penicillin_g,0.1
bordetella_pertussis,ampicillin,0.1
bordetella_pertussis,amoxicillin,0.1
bordetella_pertussis,piperacillin,0.1
bordetella_pertussis,ticarcillin,0.1
bordetella_pertussis,cephalexin,0.1
bordetella_pertussis,cefazolin,0.1
bordetella_pertussis,cefuroxime,0.1
bordetella_pertussis,ceftriaxone,0.1
bordetella_pertussis,ceftazidime,0.1
bordetella_pertussis,cefepime,0.1
bordetella_pertussis,ceftaroline,0.1
bordetella_pertussis,ceftolozane_tazobactam,0.8
bordetella_pertussis,cefiderocol,0.8
bordetella_pertussis,meropenem,0.1
bordetella_pertussis,imipenem_c,0.1
bordetella_pertussis,ertapenem,0.1
bordetella_pertussis,aztreonam,0.1
bordetella_pertussis,erythromycin,0.9
bordetella_pertussis,azithromycin,0.95
bordetella_pertussis,clarithromycin,0.9
bordetella_pertussis,clindamycin,0.1
bordetella_pertussis,gentamicin,0.7
bordetella_pertussis,tobramycin,0.7
bordetella_pertussis,amikacin,0.7
bordetella_pertussis,ciprofloxacin,0.7
bordetella_pertussis,levofloxacin,0.75
bordetella_pertussis,moxifloxacin,0.75
bordetella_pertussis,ofloxacin,0.7
bordetella_pertussis,tetracycline,0.7
bordetella_pertussis,doxycycline,0.75
bordetella_pertussis,minocycline,0.75
bordetella_pertussis,tigecycline,0.1
bordetella_pertussis,vancomycin,0.1
bordetella_pertussis,teicoplanin,0.1
bordetella_pertussis,dalbavancin,0.1
bordetella_pertussis,linezolid,0.1
bordetella_pertussis,tedizolid,0.1
bordetella_pertussis,daptomycin,0.1
bordetella_pertussis,quinu_dalfo,0.1
bordetella_pertussis,trim_sulf,0.7
bordetella_pertussis,chloramphenicol,0.8
bordetella_pertussis,nitrofurantoin,0.1
bordetella_pertussis,fosfomycin,0.1
bordetella_pertussis,retapamulin,0.05
bordetella_pertussis,fusidic_a,0.05
bordetella_pertussis,metronidazole,0.05
bordetella_pertussis,fidaxomicin,0.1
bordetella_pertussis,furazolidone,0.1
bordetella_pertussis,rifampicin,0.7
bordetella_pertussis,amoxicillin_clavulanate,0.1
bordetella_pertussis,piperacillin_tazobactam,0.1
bordetella_pertussis,ampicillin_sulbactam,0.1
bordetella_pertussis,ticarcillin_clavulanate,0.1
bordetella_pertussis,ceftazidime_avibactam,0.1
bordetella_pertussis,meropenem_vaborbactam,0.1
bordetella_pertussis,colistin,0.05
bordetella_pertussis,flucloxacillin,0.01
bordetella_pertussis,aztreonam_avibactam,0.8
bordetella_pertussis,cefixime,0.8
bordetella_pertussis,nalidixic_acid,0
helicobacter_pylori,sulfanilamide,0.1
helicobacter_pylori,penicillin_g,0.05
helicobacter_pylori,ampicillin,0.7
helicobacter_pylori,amoxicillin,0.85
helicobacter_pylori,piperacillin,0.1
helicobacter_pylori,ticarcillin,0.1
helicobacter_pylori,cephalexin,0.05
helicobacter_pylori,cefazolin,0.1
helicobacter_pylori,cefuroxime,0.1
helicobacter_pylori,ceftriaxone,0.1
helicobacter_pylori,ceftazidime,0.1
helicobacter_pylori,cefepime,0.1
helicobacter_pylori,ceftaroline,0.1
helicobacter_pylori,ceftolozane_tazobactam,0.05
helicobacter_pylori,cefiderocol,0.05
helicobacter_pylori,meropenem,0.1
helicobacter_pylori,imipenem_c,0.1
helicobacter_pylori,ertapenem,0.1
helicobacter_pylori,aztreonam,0.1
helicobacter_pylori,erythromycin,0.8
helicobacter_pylori,azithromycin,0.85
helicobacter_pylori,clarithromycin,0.8
helicobacter_pylori,clindamycin,0.1
helicobacter_pylori,gentamicin,0.1
helicobacter_pylori,tobramycin,0.1
helicobacter_pylori,amikacin,0.1
helicobacter_pylori,ciprofloxacin,0.7
helicobacter_pylori,levofloxacin,0.7
helicobacter_pylori,moxifloxacin,0.75
helicobacter_pylori,ofloxacin,0.7
helicobacter_pylori,tetracycline,0.8
helicobacter_pylori,doxycycline,0.8
helicobacter_pylori,minocycline,0.85
helicobacter_pylori,tigecycline,0.1
helicobacter_pylori,vancomycin,0.1
helicobacter_pylori,teicoplanin,0.1
helicobacter_pylori,dalbavancin,0.1
helicobacter_pylori,linezolid,0.1
helicobacter_pylori,tedizolid,0.1
helicobacter_pylori,daptomycin,0.1
helicobacter_pylori,quinu_dalfo,0.1
helicobacter_pylori,trim_sulf,0.1
helicobacter_pylori,chloramphenicol,0.7
helicobacter_pylori,nitrofurantoin,0.1
helicobacter_pylori,fosfomycin,0.1
helicobacter_pylori,retapamulin,0.05
helicobacter_pylori,fusidic_a,0.05
helicobacter_pylori,metronidazole,0.8
helicobacter_pylori,fidaxomicin,0.1
helicobacter_pylori,furazolidone,0.1
helicobacter_pylori,rifampicin,0.1
helicobacter_pylori,amoxicillin_clavulanate,0.85
helicobacter_pylori,piperacillin_tazobactam,0.1
helicobacter_pylori,ampicillin_sulbactam,0.7
helicobacter_pylori,ticarcillin_clavulanate,0.1
helicobacter_pylori,ceftazidime_avibactam,0.1
helicobacter_pylori,meropenem_vaborbactam,0.1
helicobacter_pylori,colistin,0.05
helicobacter_pylori,flucloxacillin,0.01
helicobacter_pylori,aztreonam_avibactam,0.01
helicobacter_pylori,cefixime,0.05
helicobacter_pylori,nalidixic_acid,0
mdr_mycobacterium_tuberculosis,sulfanilamide,0.1
mdr_mycobacterium_tuberculosis,penicillin_g,0.05
mdr_mycobacterium_tuberculosis,ampicillin,0.05
mdr_mycobacterium_tuberculosis,amoxicillin,0.05
mdr_mycobacterium_tuberculosis,piperacillin,0.05
mdr_mycobacterium_tuberculosis,ticarcillin,0.05
mdr_mycobacterium_tuberculosis,cephalexin,0.05
mdr_mycobacterium_tuberculosis,cefazolin,0.05
mdr_mycobacterium_tuberculosis,cefuroxime,0.05
mdr_mycobacterium_tuberculosis,ceftriaxone,0.05
mdr_mycobacterium_tuberculosis,ceftazidime,0.05
mdr_mycobacterium_tuberculosis,cefepime,0.05
mdr_mycobacterium_tuberculosis,ceftaroline,0.05
mdr_mycobacterium_tuberculosis,ceftolozane_tazobactam,0.1
mdr_mycobacterium_tuberculosis,cefiderocol,0.1
mdr_mycobacterium_tuberculosis,meropenem,0.05
mdr_mycobacterium_tuberculosis,imipenem_c,0.2
mdr_mycobacterium_tuberculosis,ertapenem,0.2
mdr_mycobacterium_tuberculosis,aztreonam,0.2
mdr_mycobacterium_tuberculosis,erythromycin,0
mdr_mycobacterium_tuberculosis,azithromycin,0
mdr_mycobacterium_tuberculosis,clarithromycin,0
mdr_mycobacterium_tuberculosis,clindamycin,0
mdr_mycobacterium_tuberculosis,gentamicin,0.15
mdr_mycobacterium_tuberculosis,tobramycin,0.15
mdr_mycobacterium_tuberculosis,amikacin,0.3
mdr_mycobacterium_tuberculosis,ciprofloxacin,0.3
mdr_mycobacterium_tuberculosis,levofloxacin,0.4
mdr_mycobacterium_tuberculosis,moxifloxacin,0.5
mdr_mycobacterium_tuberculosis,ofloxacin,0.35
mdr_mycobacterium_tuberculosis,tetracycline,0
mdr_mycobacterium_tuberculosis,doxycycline,0
mdr_mycobacterium_tuberculosis,minocycline,0
mdr_mycobacterium_tuberculosis,tigecycline,0.1
mdr_mycobacterium_tuberculosis,vancomycin,0.08
mdr_mycobacterium_tuberculosis,teicoplanin,0.1
mdr_mycobacterium_tuberculosis,dalbavancin,0.1
mdr_mycobacterium_tuberculosis,linezolid,0.3
mdr_mycobacterium_tuberculosis,tedizolid,0.1
mdr_mycobacterium_tuberculosis,daptomycin,0.1
mdr_mycobacterium_tuberculosis,quinu_dalfo,0.1
mdr_mycobacterium_tuberculosis,trim_sulf,0
mdr_mycobacterium_tuberculosis,chloramphenicol,0
mdr_mycobacterium_tuberculosis,nitrofurantoin,0.1
mdr_mycobacterium_tuberculosis,fosfomycin,0.1
mdr_mycobacterium_tuberculosis,retapamulin,0.1
mdr_mycobacterium_tuberculosis,fusidic_a,0.1
mdr_mycobacterium_tuberculosis,metronidazole,0.1
mdr_mycobacterium_tuberculosis,fidaxomicin,0.1
mdr_mycobacterium_tuberculosis,furazolidone,0.1
mdr_mycobacterium_tuberculosis,rifampicin,0.6
mdr_mycobacterium_tuberculosis,amoxicillin_clavulanate,0.05
mdr_mycobacterium_tuberculosis,piperacillin_tazobactam,0.05
mdr_mycobacterium_tuberculosis,ampicillin_sulbactam,0.05
mdr_mycobacterium_tuberculosis,ticarcillin_clavulanate,0.05
mdr_mycobacterium_tuberculosis,ceftazidime_avibactam,0.05
mdr_mycobacterium_tuberculosis,meropenem_vaborbactam,0.2
mdr_mycobacterium_tuberculosis,colistin,0.05
mdr_mycobacterium_tuberculosis,flucloxacillin,0.01
mdr_mycobacterium_tuberculosis,aztreonam_avibactam,0.05
mdr_mycobacterium_tuberculosis,cefixime,0.1
mdr_mycobacterium_tuberculosis,nalidixic_acid,0
mycoplasma_pneumoniae,sulfanilamide,0.05
mycoplasma_pneumoniae,penicillin_g,0
mycoplasma_pneumoniae,ampicillin,0
mycoplasma_pneumoniae,amoxicillin,0
mycoplasma_pneumoniae,piperacillin,0
mycoplasma_pneumoniae,ticarcillin,0
mycoplasma_pneumoniae,cephalexin,0
mycoplasma_pneumoniae,cefazolin,0
mycoplasma_pneumoniae,cefuroxime,0
mycoplasma_pneumoniae,ceftriaxone,0
mycoplasma_pneumoniae,ceftazidime,0
mycoplasma_pneumoniae,cefepime,0
mycoplasma_pneumoniae,ceftaroline,0
mycoplasma_pneumoniae,ceftolozane_tazobactam,0.01
mycoplasma_pneumoniae,cefiderocol,0.01
mycoplasma_pneumoniae,meropenem,0
mycoplasma_pneumoniae,imipenem_c,0
mycoplasma_pneumoniae,ertapenem,0
mycoplasma_pneumoniae,aztreonam,0
mycoplasma_pneumoniae,erythromycin,0.8
mycoplasma_pneumoniae,azithromycin,0.85
mycoplasma_pneumoniae,clarithromycin,0.8
mycoplasma_pneumoniae,clindamycin,0.05
mycoplasma_pneumoniae,gentamicin,0.05
mycoplasma_pneumoniae,tobramycin,0.05
mycoplasma_pneumoniae,amikacin,0.05
mycoplasma_pneumoniae,ciprofloxacin,0.7
mycoplasma_pneumoniae,levofloxacin,0.75
