bacteria,drug,region,year,mic50,mic90,resistant_threshold,p5,p95,source_quality,notes
acinetobacter_baumannii,meropenem,asia,2020,5.46,349.44,8.0,1.638,419.328,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,meropenem,africa,2020,5.88,376.32,8.0,1.764,451.584,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,meropenem,south_america,2020,5.04,322.56,8.0,1.512,387.072,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,meropenem,oceania,2020,3.99,255.36,8.0,1.197,306.432,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,meropenem,north_america,2021,4.4,281.6,8.0,1.32,337.92,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,meropenem,europe,2021,4.84,309.76,8.0,1.452,371.712,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,meropenem,asia,2021,5.72,366.08,8.0,1.716,439.296,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,meropenem,africa,2021,6.16,394.24,8.0,1.848,473.088,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,meropenem,south_america,2021,5.28,337.92,8.0,1.584,405.504,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,meropenem,oceania,2021,4.18,267.52,8.0,1.254,321.024,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,meropenem,north_america,2022,4.6,294.4,8.0,1.38,353.28,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,meropenem,europe,2022,5.06,323.84,8.0,1.518,388.608,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,meropenem,asia,2022,5.98,382.72,8.0,1.794,459.264,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,meropenem,africa,2022,6.44,412.16,8.0,1.932,494.592,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,meropenem,south_america,2022,5.52,353.28,8.0,1.656,423.936,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,meropenem,oceania,2022,4.37,279.68,8.0,1.311,335.616,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,meropenem,north_america,2023,4.8,307.2,8.0,1.44,368.64,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,meropenem,europe,2023,5.28,337.92,8.0,1.584,405.504,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,meropenem,asia,2023,6.24,399.36,8.0,1.872,479.232,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,meropenem,africa,2023,6.72,430.08,8.0,2.016,516.096,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,meropenem,south_america,2023,5.76,368.64,8.0,1.728,442.368,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,meropenem,oceania,2023,4.56,291.84,8.0,1.368,350.208,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,meropenem,north_america,2024,5.0,320.0,8.0,1.5,384.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,meropenem,europe,2024,5.5,352.0,8.0,1.65,422.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,meropenem,asia,2024,6.5,416.0,8.0,1.95,499.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,meropenem,africa,2024,7.0,448.0,8.0,2.1,537.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,meropenem,south_america,2024,6.0,384.0,8.0,1.8,460.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,meropenem,oceania,2024,4.75,304.0,8.0,1.425,364.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,colistin,north_america,2019,0.5,2.0,2.0,0.15,2.4,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,colistin,europe,2019,0.55,2.2,2.0,0.165,2.64,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,colistin,asia,2019,0.65,2.6,2.0,0.195,3.12,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,colistin,africa,2019,0.7,2.8,2.0,0.21,3.36,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,colistin,south_america,2019,0.6,2.4,2.0,0.18,2.88,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,colistin,oceania,2019,0.475,1.9,2.0,0.142,2.28,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,colistin,north_america,2020,0.525,2.1,2.0,0.158,2.52,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,colistin,europe,2020,0.578,2.31,2.0,0.173,2.772,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,colistin,asia,2020,0.683,2.73,2.0,0.205,3.276,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,colistin,africa,2020,0.735,2.94,2.0,0.221,3.528,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,colistin,south_america,2020,0.63,2.52,2.0,0.189,3.024,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,colistin,oceania,2020,0.499,1.995,2.0,0.15,2.394,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,colistin,north_america,2021,0.55,2.2,2.0,0.165,2.64,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,colistin,europe,2021,0.605,2.42,2.0,0.182,2.904,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,colistin,asia,2021,0.715,2.86,2.0,0.215,3.432,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,colistin,africa,2021,0.77,3.08,2.0,0.231,3.696,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,colistin,south_america,2021,0.66,2.64,2.0,0.198,3.168,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,colistin,oceania,2021,0.522,2.09,2.0,0.157,2.508,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,colistin,north_america,2022,0.575,2.3,2.0,0.172,2.76,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,colistin,europe,2022,0.632,2.53,2.0,0.19,3.036,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,colistin,asia,2022,0.747,2.99,2.0,0.224,3.588,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,colistin,africa,2022,0.805,3.22,2.0,0.241,3.864,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,colistin,south_america,2022,0.69,2.76,2.0,0.207,3.312,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,colistin,oceania,2022,0.546,2.185,2.0,0.164,2.622,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,colistin,north_america,2023,0.6,2.4,2.0,0.18,2.88,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,colistin,europe,2023,0.66,2.64,2.0,0.198,3.168,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,colistin,asia,2023,0.78,3.12,2.0,0.234,3.744,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,colistin,africa,2023,0.84,3.36,2.0,0.252,4.032,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,colistin,south_america,2023,0.72,2.88,2.0,0.216,3.456,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,colistin,oceania,2023,0.57,2.28,2.0,0.171,2.736,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,colistin,north_america,2024,0.625,2.5,2.0,0.188,3.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,colistin,europe,2024,0.688,2.75,2.0,0.206,3.3,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,colistin,asia,2024,0.812,3.25,2.0,0.244,3.9,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,colistin,africa,2024,0.875,3.5,2.0,0.263,4.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,colistin,south_america,2024,0.75,3.0,2.0,0.225,3.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,colistin,oceania,2024,0.594,2.375,2.0,0.178,2.85,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,tigecycline,north_america,2019,1.0,4.0,2.0,0.3,4.8,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,tigecycline,europe,2019,1.1,4.4,2.0,0.33,5.28,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,tigecycline,asia,2019,1.3,5.2,2.0,0.39,6.24,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,tigecycline,africa,2019,1.4,5.6,2.0,0.42,6.72,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,tigecycline,south_america,2019,1.2,4.8,2.0,0.36,5.76,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,tigecycline,oceania,2019,0.95,3.8,2.0,0.285,4.56,eucast_clsi_surveillance,breakpoint_surveillance_2019
acinetobacter_baumannii,tigecycline,north_america,2020,1.05,4.2,2.0,0.315,5.04,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,tigecycline,europe,2020,1.155,4.62,2.0,0.347,5.544,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,tigecycline,asia,2020,1.365,5.46,2.0,0.41,6.552,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,tigecycline,africa,2020,1.47,5.88,2.0,0.441,7.056,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,tigecycline,south_america,2020,1.26,5.04,2.0,0.378,6.048,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,tigecycline,oceania,2020,0.997,3.99,2.0,0.299,4.788,eucast_clsi_surveillance,breakpoint_surveillance_2020
acinetobacter_baumannii,tigecycline,north_america,2021,1.1,4.4,2.0,0.33,5.28,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,tigecycline,europe,2021,1.21,4.84,2.0,0.363,5.808,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,tigecycline,asia,2021,1.43,5.72,2.0,0.429,6.864,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,tigecycline,africa,2021,1.54,6.16,2.0,0.462,7.392,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,tigecycline,south_america,2021,1.32,5.28,2.0,0.396,6.336,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,tigecycline,oceania,2021,1.045,4.18,2.0,0.313,5.016,eucast_clsi_surveillance,breakpoint_surveillance_2021
acinetobacter_baumannii,tigecycline,north_america,2022,1.15,4.6,2.0,0.345,5.52,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,tigecycline,europe,2022,1.265,5.06,2.0,0.379,6.072,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,tigecycline,asia,2022,1.495,5.98,2.0,0.448,7.176,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,tigecycline,africa,2022,1.61,6.44,2.0,0.483,7.728,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,tigecycline,south_america,2022,1.38,5.52,2.0,0.414,6.624,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,tigecycline,oceania,2022,1.092,4.37,2.0,0.328,5.244,eucast_clsi_surveillance,breakpoint_surveillance_2022
acinetobacter_baumannii,tigecycline,north_america,2023,1.2,4.8,2.0,0.36,5.76,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,tigecycline,europe,2023,1.32,5.28,2.0,0.396,6.336,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,tigecycline,asia,2023,1.56,6.24,2.0,0.468,7.488,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,tigecycline,africa,2023,1.68,6.72,2.0,0.504,8.064,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,tigecycline,south_america,2023,1.44,5.76,2.0,0.432,6.912,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,tigecycline,oceania,2023,1.14,4.56,2.0,0.342,5.472,eucast_clsi_surveillance,breakpoint_surveillance_2023
acinetobacter_baumannii,tigecycline,north_america,2024,1.25,5.0,2.0,0.375,6.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,tigecycline,europe,2024,1.375,5.5,2.0,0.412,6.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,tigecycline,asia,2024,1.625,6.5,2.0,0.487,7.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,tigecycline,africa,2024,1.75,7.0,2.0,0.525,8.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,tigecycline,south_america,2024,1.5,6.0,2.0,0.45,7.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
acinetobacter_baumannii,tigecycline,oceania,2024,1.188,4.75,2.0,0.356,5.7,eucast_clsi_surveillance,breakpoint_surveillance_2024
